timestamp,muse_eeg_alpha_TP9_mean,muse_eeg_alpha_TP9_std,muse_eeg_alpha_AF7_mean,muse_eeg_alpha_AF7_std,muse_eeg_alpha_AF8_mean,muse_eeg_alpha_AF8_std,muse_eeg_alpha_TP10_mean,muse_eeg_alpha_TP10_std,muse_eeg_beta_TP9_mean,muse_eeg_beta_TP9_std,muse_eeg_beta_AF7_mean,muse_eeg_beta_AF7_std,muse_eeg_beta_AF8_mean,muse_eeg_beta_AF8_std,muse_eeg_beta_TP10_mean,muse_eeg_beta_TP10_std,wrist_hr_hr_mean,wrist_hr_hr_std,wrist_eda_eda_mean,wrist_eda_eda_std,muse_eeg_alpha_TP9_mean_lag1,muse_eeg_alpha_TP9_mean_lag2,muse_eeg_alpha_TP9_std_lag1,muse_eeg_alpha_TP9_std_lag2,muse_eeg_alpha_AF7_mean_lag1,muse_eeg_alpha_AF7_mean_lag2,muse_eeg_alpha_AF7_std_lag1,muse_eeg_alpha_AF7_std_lag2,muse_eeg_alpha_AF8_mean_lag1,muse_eeg_alpha_AF8_mean_lag2,muse_eeg_alpha_AF8_std_lag1,muse_eeg_alpha_AF8_std_lag2,muse_eeg_alpha_TP10_mean_lag1,muse_eeg_alpha_TP10_mean_lag2,muse_eeg_alpha_TP10_std_lag1,muse_eeg_alpha_TP10_std_lag2,muse_eeg_beta_TP9_mean_lag1,muse_eeg_beta_TP9_mean_lag2,muse_eeg_beta_TP9_std_lag1,muse_eeg_beta_TP9_std_lag2,muse_eeg_beta_AF7_mean_lag1,muse_eeg_beta_AF7_mean_lag2,muse_eeg_beta_AF7_std_lag1,muse_eeg_beta_AF7_std_lag2,muse_eeg_beta_AF8_mean_lag1,muse_eeg_beta_AF8_mean_lag2,muse_eeg_beta_AF8_std_lag1,muse_eeg_beta_AF8_std_lag2,muse_eeg_beta_TP10_mean_lag1,muse_eeg_beta_TP10_mean_lag2,muse_eeg_beta_TP10_std_lag1,muse_eeg_beta_TP10_std_lag2,wrist_hr_hr_mean_lag1,wrist_hr_hr_mean_lag2,wrist_hr_hr_std_lag1,wrist_hr_hr_std_lag2,wrist_eda_eda_mean_lag1,wrist_eda_eda_mean_lag2,wrist_eda_eda_std_lag1,wrist_eda_eda_std_lag2,participant_id,session_id,fatigue_level
2021-08-19 10:53:00,0.417249224243496,0.3351664337093654,0.2521168571634742,0.2544141028156519,0.2559594696681824,0.20760887886039353,0.21948763149829498,0.1727835611597978,0.4035314164475767,0.1385905705090436,0.19611099927022513,0.09867600405706443,0.01859919913792788,0.22658711265754017,0.28849187305944407,0.16468331955547505,84.84647058823529,0.21215976222149627,0.06806144117647059,0.009605284983973865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,Low
2021-08-19 10:54:00,0.6213265345306009,0.24157273716008953,0.19098440207513656,0.26596679731300965,0.08675558130616498,0.20738318055191055,0.3315620782936142,0.2554440823249019,0.3946420921992933,0.1298590565455264,0.2503844216917921,0.15521175428429443,0.2608779785467561,0.28008529018581996,0.3776163409027553,0.1075067403746631,71.991,8.326180010023915,0.073831475,0.002799049578572251,0.417249224243496,,0.3351664337093654,,0.2521168571634742,,0.2544141028156519,,0.2559594696681824,,0.20760887886039353,,0.21948763149829498,,0.1727835611597978,,0.4035314164475767,,0.1385905705090436,,0.19611099927022513,,0.09867600405706443,,0.01859919913792788,,0.22658711265754017,,0.28849187305944407,,0.16468331955547505,,84.84647058823529,,0.21215976222149627,,0.06806144117647059,,0.009605284983973865,,01,01,Low
2021-08-19 10:55:00,0.620045623877796,0.4082885727549005,0.1752932722042206,0.25946941161478887,0.14543206782183327,0.22010396253996767,0.562502029462386,0.31373346680635456,0.43012058717244367,0.21866130388572094,0.38564059550380697,0.12465768096475535,0.2774856779851412,0.162918368751576,0.46653401980242754,0.22850829256100363,55.344833333333334,0.3943520395198281,0.07812395,0.0018473469106716712,0.6213265345306009,0.417249224243496,0.24157273716008953,0.3351664337093654,0.19098440207513656,0.2521168571634742,0.26596679731300965,0.2544141028156519,0.08675558130616498,0.2559594696681824,0.20738318055191055,0.20760887886039353,0.3315620782936142,0.21948763149829498,0.2554440823249019,0.1727835611597978,0.3946420921992933,0.4035314164475767,0.1298590565455264,0.1385905705090436,0.2503844216917921,0.19611099927022513,0.15521175428429443,0.09867600405706443,0.2608779785467561,0.01859919913792788,0.28008529018581996,0.22658711265754017,0.3776163409027553,0.28849187305944407,0.1075067403746631,0.16468331955547505,71.991,84.84647058823529,8.326180010023915,0.21215976222149627,0.073831475,0.06806144117647059,0.002799049578572251,0.009605284983973865,01,01,Low
2021-08-19 10:56:00,0.6045394163531393,0.22518719294669048,0.2837649286534219,0.25825743051624916,0.06657825884669703,0.22651756411221238,0.3954512990841453,0.25494675499272157,0.44368243548324554,0.1474458229391349,0.3919301144652447,0.11061348072659244,0.3177959475370313,0.11283371868839448,0.4395923274253511,0.15419027545327862,54.97566666666667,0.25395426431068924,0.08236284583333334,0.0027290632792207237,0.620045623877796,0.6213265345306009,0.4082885727549005,0.24157273716008953,0.1752932722042206,0.19098440207513656,0.25946941161478887,0.26596679731300965,0.14543206782183327,0.08675558130616498,0.22010396253996767,0.20738318055191055,0.562502029462386,0.3315620782936142,0.31373346680635456,0.2554440823249019,0.43012058717244367,0.3946420921992933,0.21866130388572094,0.1298590565455264,0.38564059550380697,0.2503844216917921,0.12465768096475535,0.15521175428429443,0.2774856779851412,0.2608779785467561,0.162918368751576,0.28008529018581996,0.46653401980242754,0.3776163409027553,0.22850829256100363,0.1075067403746631,55.344833333333334,71.991,0.3943520395198281,8.326180010023915,0.07812395,0.073831475,0.0018473469106716712,0.002799049578572251,01,01,Low
2021-08-19 10:57:00,0.49369540515193455,0.2942518098523111,0.3096453024540737,0.2524352468321942,0.1611063207696466,0.2099207947996753,0.3625936667228436,0.3042621876057147,0.4188246874740684,0.13742100795175896,0.30408317388969824,0.12316439479599776,0.17094754826950376,0.1895681820033864,0.4067725427511783,0.1319674056989683,61.9285,7.486174109424,0.08981050416666667,0.011566677565297842,0.6045394163531393,0.620045623877796,0.22518719294669048,0.4082885727549005,0.2837649286534219,0.1752932722042206,0.25825743051624916,0.25946941161478887,0.06657825884669703,0.14543206782183327,0.22651756411221238,0.22010396253996767,0.3954512990841453,0.562502029462386,0.25494675499272157,0.31373346680635456,0.44368243548324554,0.43012058717244367,0.1474458229391349,0.21866130388572094,0.3919301144652447,0.38564059550380697,0.11061348072659244,0.12465768096475535,0.3177959475370313,0.2774856779851412,0.11283371868839448,0.162918368751576,0.4395923274253511,0.46653401980242754,0.15419027545327862,0.22850829256100363,54.97566666666667,55.344833333333334,0.25395426431068924,0.3943520395198281,0.08236284583333334,0.07812395,0.0027290632792207237,0.0018473469106716712,01,01,Low
2021-08-19 10:58:00,0.5087098604707951,0.23161521408355246,0.29165458781875164,0.15537329899577942,0.09568171832256858,0.17449139994643603,0.27245659314995385,0.23687256823194683,0.35162712356891923,0.11734369166361282,0.27221007075305714,0.08557802334457244,0.18688015957333795,0.11339943525066924,0.3492607395062239,0.11287118891071744,70.13449999999999,7.18596806518775,0.10167883333333334,0.00188442700671959,0.49369540515193455,0.6045394163531393,0.2942518098523111,0.22518719294669048,0.3096453024540737,0.2837649286534219,0.2524352468321942,0.25825743051624916,0.1611063207696466,0.06657825884669703,0.2099207947996753,0.22651756411221238,0.3625936667228436,0.3954512990841453,0.3042621876057147,0.25494675499272157,0.4188246874740684,0.44368243548324554,0.13742100795175896,0.1474458229391349,0.30408317388969824,0.3919301144652447,0.12316439479599776,0.11061348072659244,0.17094754826950376,0.3177959475370313,0.1895681820033864,0.11283371868839448,0.4067725427511783,0.4395923274253511,0.1319674056989683,0.15419027545327862,61.9285,54.97566666666667,7.486174109424,0.25395426431068924,0.08981050416666667,0.08236284583333334,0.011566677565297842,0.0027290632792207237,01,01,Low
2021-08-19 10:59:00,0.49678786904212285,0.22269926617825442,0.28059406594159486,0.18325981522819887,0.19031481803773054,0.20834354423310927,0.4113306885745925,0.21718556664895675,0.4757958666247837,0.08757502568627609,0.3566203530057002,0.12668156923631532,0.3453022662250293,0.13156769823506714,0.4225569173441095,0.10230484964846147,56.377833333333335,0.22072370693303406,0.10240483333333333,0.002651608258593876,0.5087098604707951,0.49369540515193455,0.23161521408355246,0.2942518098523111,0.29165458781875164,0.3096453024540737,0.15537329899577942,0.2524352468321942,0.09568171832256858,0.1611063207696466,0.17449139994643603,0.2099207947996753,0.27245659314995385,0.3625936667228436,0.23687256823194683,0.3042621876057147,0.35162712356891923,0.4188246874740684,0.11734369166361282,0.13742100795175896,0.27221007075305714,0.30408317388969824,0.08557802334457244,0.12316439479599776,0.18688015957333795,0.17094754826950376,0.11339943525066924,0.1895681820033864,0.3492607395062239,0.4067725427511783,0.11287118891071744,0.1319674056989683,70.13449999999999,61.9285,7.18596806518775,7.486174109424,0.10167883333333334,0.08981050416666667,0.00188442700671959,0.011566677565297842,01,01,Low
2021-08-19 11:00:00,0.45592327309888986,0.2015024425608231,0.13909478610922785,0.20090454699801108,0.1031889246853756,0.1332458454833219,0.2464726969502021,0.17940591540671186,0.44069976629847185,0.09438269512403293,0.34091284767550933,0.08702042893078753,0.2648302720454166,0.10574004865017834,0.4197804532818875,0.09957882731031852,55.5995,0.19279764574130043,0.09855033333333334,0.002121444711153836,0.49678786904212285,0.5087098604707951,0.22269926617825442,0.23161521408355246,0.28059406594159486,0.29165458781875164,0.18325981522819887,0.15537329899577942,0.19031481803773054,0.09568171832256858,0.20834354423310927,0.17449139994643603,0.4113306885745925,0.27245659314995385,0.21718556664895675,0.23687256823194683,0.4757958666247837,0.35162712356891923,0.08757502568627609,0.11734369166361282,0.3566203530057002,0.27221007075305714,0.12668156923631532,0.08557802334457244,0.3453022662250293,0.18688015957333795,0.13156769823506714,0.11339943525066924,0.4225569173441095,0.3492607395062239,0.10230484964846147,0.11287118891071744,56.377833333333335,70.13449999999999,0.22072370693303406,7.18596806518775,0.10240483333333333,0.10167883333333334,0.002651608258593876,0.00188442700671959,01,01,Low
2021-08-19 11:01:00,-0.0893119648098945,0.0,0.45845589488744737,0.03254754532289909,0.30699680041288957,0.3475708071848273,0.4197092056274414,0.0,0.3073265254497528,0.0,0.3619026985019445,0.10277137799057848,0.4179836116731167,0.10817691639912268,0.5197493433952332,0.0,64.92366666666666,8.071253859844598,0.0977493375,0.004090011038062712,0.45592327309888986,0.49678786904212285,0.2015024425608231,0.22269926617825442,0.13909478610922785,0.28059406594159486,0.20090454699801108,0.18325981522819887,0.1031889246853756,0.19031481803773054,0.1332458454833219,0.20834354423310927,0.2464726969502021,0.4113306885745925,0.17940591540671186,0.21718556664895675,0.44069976629847185,0.4757958666247837,0.09438269512403293,0.08757502568627609,0.34091284767550933,0.3566203530057002,0.08702042893078753,0.12668156923631532,0.2648302720454166,0.3453022662250293,0.10574004865017834,0.13156769823506714,0.4197804532818875,0.4225569173441095,0.09957882731031852,0.10230484964846147,55.5995,56.377833333333335,0.19279764574130043,0.22072370693303406,0.09855033333333334,0.10240483333333333,0.002121444711153836,0.002651608258593876,01,01,Low
2021-08-19 11:02:00,1.1715018091999532,0.7554308124671261,0.7365542743142567,0.3533915341267294,0.4619311507607141,0.22880683608546123,1.1318652623053287,0.7286047919425224,0.9010872006869588,0.5852567950978789,0.4358553719837856,0.20847176085404587,0.3250483533390975,0.17487764394326752,0.7172708452427795,0.46318694985346825,100.68299999999999,8.079862245007947,0.0938787375,0.0017165321132035225,-0.0893119648098945,0.45592327309888986,0.0,0.2015024425608231,0.45845589488744737,0.13909478610922785,0.03254754532289909,0.20090454699801108,0.30699680041288957,0.1031889246853756,0.3475708071848273,0.1332458454833219,0.4197092056274414,0.2464726969502021,0.0,0.17940591540671186,0.3073265254497528,0.44069976629847185,0.0,0.09438269512403293,0.3619026985019445,0.34091284767550933,0.10277137799057848,0.08702042893078753,0.4179836116731167,0.2648302720454166,0.10817691639912268,0.10574004865017834,0.5197493433952332,0.4197804532818875,0.0,0.09957882731031852,64.92366666666666,55.5995,8.071253859844598,0.19279764574130043,0.0977493375,0.09855033333333334,0.004090011038062712,0.002121444711153836,01,01,Low
